Entries,Class,,,,,,,,,,,,,,,,,,,,
birden fazla ürün alip bir ya da birkaçini iade edersen iade etmedigine kargo ücreti bindiriliyor bunu mail ile teyid ettim fakat benim gibi sehrin biraz ters yerinde oturan biri için online alis veris zorunluluk benzin harcamadan otoparkla ugrasmadan oturdugun yerden alis veris imkâni üstelik artik magazalar fiyatlarda çildirmis durumdalar bir ayakkabi 300 lira bir tisört 90 lira kira ödüyoruz eleman çalistiriyoruz ondan pahaliyiz diyorsun da alici ayni kisi bazen çok uyguna ürün bulunabiliyor yoksa türk ticaret piyasasi her durumda ayni dikkatli olmazsan öpüyorlar fiyatlarini mutlaka check edeceksin inci ayakkabi mi aliyorsun? markanin kendi sitesinden ve diger alis veris sitelerinden fiyat arastirmasi sart ,2,,,,,,,,,,,,,,,,,,,,
teknoloji sirketi susu verilen bakkal ,2,,,,,,,,,,,,,,,,,,,,
bkz bir aydir devam eden trendyol rezaleti ,2,,,,,,,,,,,,,,,,,,,,
mng kargo ile birlikte is birligi yapip insanlari dolandiran alisveris platformu bir haftayi geçti ürünlerin bulundugu kargo yok ortalikta adamlar zahmet edip ürünlerimi bulmak için herhangi bir gayret göstermedikleri gibi para iadesi de yapmiyorlar bunlarin bir tik üstü deli dumrul o da döve döve insanlardan para gasp ediyordu henüz dayak yemedim kendilerinden tek fark bu ,2,,,,,,,,,,,,,,,,,,,,
ara sira sizi özledik hede hödö gibi mesajlar atarak alt limitsiz 20 liralik çek yükleyen site ve fakat bu indirimi kullanmak istediginizde kötü bir sürprizle karsilasiyorsunuz indirim firsatlari bu butikte geçerli degildir issiz bir animda üsenmedim butiklerin çogunu kontrol ettim ve sonuçta indirim çogu butikte geçmiyor sans eseri geçerli bir butik buldugunuzda da kol gibi kargo masrafini görünce baslarim ulen size de indirim çekinize de deyip sayfayi kapatiyorsunuz ,2,,,,,,,,,,,,,,,,,,,,
geri sayim koyduklari bak bitiyor kos kos dedikleri ürünleri daha sonra tekrar satisa çikariyorlar daha önce aldigim bir ürün su an indirimli haliyle daha pahali topyekun mücadele mi yoksa  deodorant ve parfümler en fazla 5 senelik olabilir saglik açisindan da bu böyledir geçen günlerde satin aldigim bir deodorant 6 buçuk sene önce üretilmis check freshten teyit ettim ambalajini açtigim için iade etmeyi kafadan düsünmedim kisacasi her seyi dikkatle inceleyip öyle almak gerekiyor ,2,,,,,,,,,,,,,,,,,,,,
bkz 82400545 bkz trendyol fiyatlandirma rezaleti ,2,,,,,,,,,,,,,,,,,,,,
surekli bakarim siteye mesela magazalarda urun 110 lira trendyolda bakiyorum yuzde 90 indirim kacirma kacirirsaniz allahsizsiniz yazip 990 degil 109 tl yaziyor bu geceye özel jack jones yuzde 70-80-90 tisortler 10000 liradan 99 a inmis disarda magazaalrda mesela 89 tl hani at yorum fiyatlari mesela yani e kardesim sen magaza fiyatna satacaksan neden trendyol indirim sitesi diyorlar sana yap adam gibi ben satis magazasiyim kardesim indirim mindirim yok alirsaniz ekime kadar diye hele ki  parfumlerde allahsiz fiyatlar duyunca anamizi sikmek isteyeceksniz yaziyorlar bakiyorsun aa iste ne bileyim tom ford 19 lira altina bi bakiyorsun ama 10 ml lacoste parfum 210 lira bi bakiyorsun ama 30 ml ya adam gibi biz sizi sikmek istiyoruz ama iste hanginize denk gelirse kismet deyin hepimiz kurtulalim ,2,,,,,,,,,,,,,,,,,,,,
iyidir hostur bugüne kadar kargo olsun iade olsun bana hiç sikinti çikartmadilar bu konuda haklarini yiyemem özellikle bundan 3-4 sene önce çok daha sik kullaniyordum fiyat olarak avantajli ürün sagladiklari çok olmustur ancak son 1 senedir alisveris yapma gereksinimim oldugu sirada mutlaka bakiyorum buraya ve sadece 1 kez muadillerinden veya magazalardan daha ucuz bir fiyata rastladim dolayisiyla alisveris yapmiyorum uzun zamandir mesela güncel bir örnek vereyim https://www.gsstore.org/…irt/e85635-sweatshirt.html https://www.trendyol.com/…eatshirt-e85635-p-2166503 galatasaray sweatshirti orijinal magazasinda 70 lira iken trendyolda 80 lira üstelik ücretsiz kargo dahi yok ve kargo 10 lira bu durumda ben neden trendyol dan alisveris yapmaliyim dipnot suan gsstore magazasinda ürün kalmamis gözüküyor ama dün vardi bunu da belirteyim ,2,,,,,,,,,,,,,,,,,,,,
visa kartini kaydedenlere 40 tl indirim duyurulari tam bir sinsilik örnegi olan alisveris sitesi bir saatir alisveris sonrasi kartimi kayit etmeye çalisiyorum ama maalesef telefonuma bir türlü gelemeyen onay kodu olmadan kayit islemi gerçeklestirilemiyor daha ucuza amazon ve hepsiburda üzerinde buldugum ürünü bu hediye çeki için trendyol dan almaya karar verdim ama maalesef ürünü aldiktan sonra kampanyaya katilmam mümkün olmadi hediye çeki mesele degil ama böyle kurnazliklar ile çok daha kiymetli olan güven duygusunu kaybettiler uzun süredir yaptigim alisverisler ile elite diye adlandirdiklari bir statüdeyim nasil oldum pek bir fikrim yok ama arada sirada yüklü alisveris yapan bir müsteriyim son zamanlarda zaten çok da ucuz gelmiyorlardi ama iade kolayligi vs yine de alisveris yapiyordum diger firmalar da bu konuda gelistirdiler kendilerini o nedenle diyorum ki burada ne buluyorsaniz n11 amazon veya hepsiburada üzerinde mutlaka kontrol edin her zaman daha ucuzunu bulabilirsiniz ,2,,,,,,,,,,,,,,,,,,,,
piyasadaki alisveris sitelerini bitiren simdi yavas yavas kendileri biten sirket adamlar resmen çaresizlige düstü koskoca sitenin içinde ise yarar ürün kalmadi belli ki stoklari da dolu habire kampanya kampanya sok saatler bilmem neler degisen hiçbir sey yok ama hep ayni ürünler dönüp duruyor yazik yillarin sitesi üzüldüm ,2,,,,,,,,,,,,,,,,,,,,
n11 de 970 liraya satilan teknosa dan bile 1499 liraya alabilecegim bir ürünü %46 indirimle 1460 liraya satan alisveris sitesi alan var herhalde ki satiyor adamlar edit burada ne n 11 övücülügü ne de trendyol karalamasi yapmiyorum sinifta kullanmak üzere tasiyabilecegim bir laptop ariyorum hafif ve isimi görecek bir sey ararken denk geldigim durumu yazdim baskasinin ürettigi bir ürünü araci olarak satmaya çalisirken ayni sokakta bir sürü dükkanin da oldugunu ve ayni ürünü sattigini bilerek satmaya çalisacaksin alicilarin da o sokaktaki tüm dükkanlari gezecegini bileceksin her sabah çikip piyasayi kontrol edeceksin ki satabilesin yoksa bana ne n11 den bana ne trendyol dan ben aliciyim en uygun neresi ise oradan alirim karsilastirma yaparken denk gelinen durum ,2,,,,,,,,,,,,,,,,,,,,
hayatimda bu kadar müsteriyi aptal yerine koyan bir site daha görmedim 9-10-11 indirim günlerinde twigy 3 al 2 öde kampanyasi yapmis geçen yil 50 liraya aldigimiz ev botlarini 76 lira yapmis çok akilli marka düsünün müsteriyi kaziklamayi kiçikirik marka 1 yil dayanmayan boklu ürünlerinin fiyatini neredeyse 100 lira yapmis bunlar da kampanya yaptik diye bize kakaliyorlar insanlarla artik dalga geçmeyin kimsede sokaga atacak para yok ,2,,,,,,,,,,,,,,,,,,,,
9-10-11 kasim indirimi koca bir yalan olan alisveris sitesi geçen ay 80 liraya aldigim ürün bugün 110 lira yazilip üstü çizilmis olarak indirimli haliyle 80 liraya satiliyor gerçekten komikler ,2,,,,,,,,,,,,,,,,,,,,
bu indirim dönemine de önce bindirip sonra indirme mottosu ile girmis site 3 ay önce bir ihtimal satin alirim diye favorilere aldigim derimod bot kemiksiz 100 lira idi kis yaklastikça fiyati artti ve bugünkü fiyati 269 lira ,2,,,,,,,,,,,,,,,,,,,,
ara ara girip parfümlerin oldugu kategoriye bakarak ucuz bisey düserse diye kovaladigim sitedir amma velakin 3 gün için yaptiklari kampanyali fiyatlarda ayni parfüm 2 kati fiyatina çikmis siz siz olun böyle seylere inanmayin ,2,,,,,,,,,,,,,,,,,,,,
benim ve sülalem için 10 kasim ne yaparsak yapalim hafif bir matem havasi ile geçer çünkü atatürkün ölüm günüdür ancak bu sirket için milli matem pek önemli degilmis ,2,,,,,,,,,,,,,,,,,,,,
üç gün önce aldigim elbisenin fiyati su anda 30 lira daha pahali özel indirim dönemi disindaki indirimlerinin takip edilmesi lazim su anda ikinci gratis vakasi yasatan e alisveris sitesidir ,2,,,,,,,,,,,,,,,,,,,,
indirim olmayan sitedir su an binlerce üründe yersen indirim var ama yersen fiyatlar çok ama çok pahali 2 ay önce boynerden aldigim adidas ayakkabiya 350 ödemistim su an trendyolda indirim ayagina fiyat 435 tl kaziklanmak isteyen alsin ,2,,,,,,,,,,,,,,,,,,,,
parfüm alinmayacak sitelerinden bir tanesidir nedir ne degildir bilmem ama burdan alinan parfümlerin hiç bir anlami yok 700 boyner sevil vs fiyati liralik parfümü 300e veriyorlar ama ikisi arasindaki farki anlatabilecegim bir kelime kuracagim bir cümle yok edit imla ,2,,,,,,,,,,,,,,,,,,,,
yalandan indirim olayi azalarak son bulacak çok ciddi inceleme ve cezalar basladi 300 tlden ürünü çizip 79 tlye satamayacak artik kimse cezadan kurtulmak için o ürünün bir kez dahi olsa 300 tlden satilmis oldugunu belgelemek gerekecek bazi markalar trendyolda önlemini almaya basladi ve çizili fiyat uygulamasini tamamen birakti gerçek kampanyalar sepette ek indirim sekline büründü o da %15-20leri geçmiyor ayrica bazi siteler otomatik olarak ürünlerin fiyat degisimlerini tarihleri ile göstermeye basladi elimizin altinda her türlü imkan var bu kriz ortaminda ihtiyaçlarimizi arastirarak en iyi fiyata gidermeye çalismaliyiz ,2,,,,,,,,,,,,,,,,,,,,
senkop müzikin sattigi gitarlarin fiyatlari 6 katina çikmis ama kimsenin haberi yok 3600 liraya satilan alet 20 bin küsür lira gözüküyor ama ne trendyol ne senkop farkinda degil kimse bakmamis bile kampanya nasil çikti diye hiç kimsenin alisveris yapmamasindan da mi uyanmadiniz müsterisi de kendi de ayakta uyuyan site ,2,,,,,,,,,,,,,,,,,,,,
reklamlar filan tamam iyi hos da yogunluktan islem yapilamiyor arada kim ne götürüyor sepetimdekiler ne alemde baglanabilirsem görecegim ,2,,,,,,,,,,,,,,,,,,,,
ya indirim falan yok hatta ürünler dünkü fiyatlarindan daha pahali ,2,,,,,,,,,,,,,,,,,,,,
aldigim ürüne yüzde 30 zam yapip sepette yüzde 30 indirim yapan site böyle satis taktiklerini yemiyoruz artik dürüst olun yine satin aliriz ,2,,,,,,,,,,,,,,,,,,,,
esya alacagim alamiyorum yamyam gibi yemisler yine favorilerimi bu arada 100 kez yazayim bindirilen fiyatlar indiriliyor hele madame cocodaki kilimler 15 tl ydi 35 tl yapmislar saka gibi bir seysiniz bilmem ki neysiniz ,2,,,,,,,,,,,,,,,,,,,,
alibaba alacakmis söylentileri dolasiyorumarim gerçektir yöneticileri de türk olmasin asla belki daha dürüst ve etik sahibi bir site olur o zamana kadar nanay alisveris filan yok editto alibaba trendyolun %75ini almis diyolla hala çakallik yapiliyorsa alibaba bizimkileri kendi basina birakip gitmis anlasilan ,2,,,,,,,,,,,,,,,,,,,,
bir kazak siparis etmistim üzerinde defolu ürünlere yapistirilan yuvarlak yapiskanlardan vardi o yapiskani kaldirinca baktim ki orada bir dikis hatasi var yani defolu ürün sattiklari dogru muhtemelen orijinal olmayan yani çakma ürün de satiyorlardir indirim olayina hiç girmiyorum bile çünkü indirimde olan ürün yok keriz kaziklama politikasiyla satis yapmaya ugrasacaklarina 1v1y gibi onurlariyla dükkani kapatip gitmeleri gerekir ,2,,,,,,,,,,,,,,,,,,,,
indirimde 1059 tlye sattiklari merrell bot heryerde indirimsiz 759 tl öyle bi site iste,2,,,,,,,,,,,,,,,,,,,,
4 veya 5 senedir indirimli ürün falan satmayan site ilk çiktiginda gerçekten indirimli bir sekilde kaliteli markalarin gerisayimli butikleri açiliyordu ve sürekli farkli ürünler ve markalar geliyordu fakat sonradan siradan bir eticaret sitesi oldu ürünler hep ayni orijinallikleri süpheli indirim degil bindirim yapiliyor her seye çok inandirici amk 50 liralik ürüne 200 yazip üstünü çizince ,2,,,,,,,,,,,,,,,,,,,,
bkz inanma seni sikecek ,2,,,,,,,,,,,,,,,,,,,,
fiyatlari diger sitelerden pahali olan alisveris sitesi örnegin bir bardak kendi sitesinde 39 tl trendyol büyük indirimle 60 ha bu arada bardak geçen ay 30 tl idi çok pahali almamistim ,2,,,,,,,,,,,,,,,,,,,,
9-10-11 kasim kampanyasinda indirimin isini göremedim begendigim bir kaç parça seyin önceden fiyatini biliyordum simdi bakiyorum hiç degisiklik yok sepette indirim diyor ekliyorum yine yok fiyatini önceden bilip takip etmediginiz hiçbir seyi asla almayin hatta bu indirim denilen kandirmacalardan hiç bir sey almayin ihtiyaci olmayan seyi de insana aldiriyor ,2,,,,,,,,,,,,,,,,,,,,
yeni sosyal medya ve yeni nesil cok fena keske n11e karsi boyle apar topar bir kampanyaya girmek yerine kendileri gercek bir kampanya baslatsaydi baska tarihte dikkatli kullanicilarin gozunden kacmamis pek indirim olmadigi ,2,,,,,,,,,,,,,,,,,,,,
üç sene önce oxxodan aldigim etek indirimdeymis gibi aldigim fiyata görünüyor ,2,,,,,,,,,,,,,,,,,,,,
su aralar adini indirim günleri diye kerizleri avlayan bir firma olarak sikça duyuyorum mesela size indirim deyip yapmadiklari konusunda ikna edebilirim trendyola üye olanlariniz vardir anasayfalarinda zaten indirimli diye paylastiklari %30 %20 vs yazan herhangi bir butige tiklayin bir kaç ürünü sepete ekleyin sonra sayfayi sepetin en asagisina çekin aaaa o da ne seçtiginiz markada kampanyalar geçerli degildir yazisi denedim hepsinde ayni yazi ama siz oraya indirim seysine tiklayarak geldiniz ama indirim yok ama indirim olmadigi gibi sepette aninda %30 indirim gibi bisi de yok ama yapacaginiz isi sikeyim velhasil indirim ayagina bizi dürttüklerini zaten hepimiz biliyoruz da insanlari bu kadar salak yerine koyma gücü nereden geliyor onu anlayamiyorum yoksa bunlar enflasyonla topyekün mücadele mi ,2,,,,,,,,,,,,,,,,,,,,
çinli aliexpressin satin almasindan sonra iyiden iyiye cozutan alisveris sitesi mal bulmus magribi mi diyorlardi neydi adamlar iyice costu ,2,,,,,,,,,,,,,,,,,,,,
youtubeda izledigim bütün videolarda bir sekilde reklami çikan site çok bunaldigimi söyleyebilirim ,2,,,,,,,,,,,,,,,,,,,,
kargo ücret politikalarini gözden geçirmeliler söyle ki trendyoldan aldiginiz bir ürünü iade etmek isteginizde kargoya herhangi bir ücret ödemiyorsunuz bu tamam iade ettiginize dair kargonun size verdigi makbuzda veya faturada 5 tl gibi bir meblag yaziyor yani ürünü satin alirken ödenen 9 tllik kargo ürün iade edilebilir ihtimalini de barindiriyor farkli bi açidan daha bakarsak siz ürünü begendiniz iade durumu söz konusu degil bu sefer de baska bir kisinin iade kargosunu ödediniz aslinda internetten alisveris konusuna tüketici sifatiyla çok vakif degilim diger sitelerde uygulamalar nasildir bilmiyorum ancak kargo ücretlerinin fazla fazla tüketiciye bindirilmesi çok da mantikli görünmüyor ,2,,,,,,,,,,,,,,,,,,,,
çayirovadaki ikcilari burnundan kil aldirmiyor masallah kadin 3 tane soru ile eledi bizi hayir 3 soru ile neyi çözdün ,2,,,,,,,,,,,,,,,,,,,,
daha agiz tadiyla birsey alamadigim site yok arkadas %70 indirimli dedigi ürünü kendi sitesinden bakiyorum daha uygun fiyata buluyorum ah markafoni nerelerdesin ,2,,,,,,,,,,,,,,,,,,,,
11.11 indirimden alinan ürünler hala tedarik ediliyor gözükürken 20 veya 25 arasi indirim var diye reklam yapan site onlari da büyük ihtimal ocak 15 gibi gönderirler ,2,,,,,,,,,,,,,,,,,,,,
filtreleme sistemi gerçekten çok yetersiz bir bot bakmak için sadece beden ve renk seçebiliyorum 20 tane falan marka seçsem uygulama çöküyor topuk boyu hakiki deri mi suni deri mi kauçuk taban mi pvc taban mi bagcikli veya bagciksiz gibi filtreleme ayni zamanda yeni gelen ürünlerin siralama sistemine dahil olmasi gerekiyor mevcut durumda 11535 tane falan seçenek çikiyor hepsine nasil bakabilirim siralama sistemi olmadigi için de tüm sezon ayni ürünleri gösteriyor gelistirilmesi lazim ,2,,,,,,,,,,,,,,,,,,,,
neredeyse ilk çiktigi zamandan beri düzenli olarak alisveris yaptigim online alisveris sitesi trendyol artik hirsina yenik düsmüstür 11.11 indirimindeki çirkef tavrini görmezden gelsem bile operasyonel olarak yetersiz kalmistir ürünleri tedarik edememis gönderimleri gerçeklestiremistir ve tüm bunlara ragmen 20 ve 25 kasimda yeniden bir indirim dönemi baslatmis bunu basarabilecek mi sanmiyorum trendyolun acilen operasyon ekibine çeki düzen vermesi gerekiyor ,2,,,,,,,,,,,,,,,,,,,,
begendigim bir kazak vardi 150 tlydi degmez diye almamistim geçen gün siteye girdim sepetin yarisi kampanyasi vardi o kazak kaç para olmustu tahmin edin evet 300 tl ,2,,,,,,,,,,,,,,,,,,,,
günlerdir takip ettigim ürünlerin fiyati artmis üstüne indirim yazmislar insanlara sunuyorlar keske bu sahtekarliklari sikayet edebilecegim bir yer olsaydi ve yaptirimi olsaydi ,2,,,,,,,,,,,,,,,,,,,,
yine her zamanki gibi balon kampanya yapmis olan vasat sitedir ,2,,,,,,,,,,,,,,,,,,,,
az önce begendigim derimod botun fiyatinin 1046 oldugunu görüp sok geçirdim daha dün 400 küsurdu ne yaptiniz insafsizlar ,2,,,,,,,,,,,,,,,,,,,,
hep duyardim bu indirim günlerinde önce fiyatlari sisirip sonra indirim yapiyorlar abi diyen biri mutlaka yakininizda olmustur hah iste bu sefer o adam benim arkadas daha bir hafta önce aldigim ürün su anda fiyati sisirilmis üzeri çizilmis ve indirim diye yazilan fiyat bir hafta önce aldigim fiyatla ayni bu kadar olmaz arkadas atlamayin hemen ,2,,,,,,,,,,,,,,,,,,,,
48 adet nescafe 3ü 1 aradaya 35 buçuk lira yazmislar tanesi 74 kurusa denk geliyor buna da yilin indirimi diyorlar halbuki bugün carrefourda bardak altligi hediyeli 16lisini 10 görmüstüm anlasilan bütün parayi reklama yatirmaktan indirim yapmayi unutmuslar ,2,,,,,,,,,,,,,,,,,,,,
150 tllik ürünü 225 yapip 145e indirerek yilin indirimini yapmak güzelmis dhde gördüm geçen cuma alinan çeket büyük indirim günü fiyati puahah ,2,,,,,,,,,,,,,,,,,,,,
ekstra bir indirim yapmamis hatta sürekli takip ettigim birkaç üründe fiyat yükselten alisveris sitesi ,2,,,,,,,,,,,,,,,,,,,,
sadece sitede gezmek için ayarlamislar siteyi hiçbirsey alinmiyor indirim de yok denecek kadar az ve henüz 1 saat bile olmadan birçok ürün tükenmis kim siteye girdi rahatça sepetini onayladi ve ürünlerini siparis verebildi acaba ,2,,,,,,,,,,,,,,,,,,,,
bir yil öncesine kadar gerçekten indirimler yapan hatta o indirimli butikleri kaçirdiginizda üzüldügünüz siteydi lakin son dönemde herhangi bir avm magazasindan fazlasini vadetmiyor ,2,,,,,,,,,,,,,,,,,,,,
ekonomik kriz nedeniyle an itibariyle çöken kapitalizm mabedi olan bizler müritleri seyh uçmaz mürid uçurur el birligiyle uçurdugumuz alisveris sitesi evet kriz var var olmasina da leyn bu krizde asdafsgsffsdasasdfg kriz var diyeni islak mese odunuyla asdfasdffadasfsf ,2,,,,,,,,,,,,,,,,,,,,
https://ty.gl/6sqyajz günlerdir su linkteki kabani takip ediyorum ilk 11.11 indiriminde 300 liradan satistaydi sonra fiyati 400 tl oldu en son pazar günü hala 400 tl idi bugün baktim 450 tl olmus hakikaten efsane indirim bambaskasiniz ,2,,,,,,,,,,,,,,,,,,,,
bir de herkes fakir numarasi yapiyor amk suraya bak tüketim çilginligindan alisveris siteleri çöküyor dolar 3 liranin altina inmedigi sürece hiçbir indirim benim nazarimda indirim degildir geçen sene ayni ürünlerin fiyati %50 daha ucuzdu ,2,,,,,,,,,,,,,,,,,,,,
amazon türkiyeden sonra nasil piyasada duracaklarina anlam veremiyorum adamlarin büyük indirimle sattiklari seyleri amazon en az 200 tl daha ucuza satiyor hatta trendyol vb firmalar fiyati iyice düsürünce amazon bi 200 tl daha düsürüyor bu nasil bir güç böyle aq sirf rakip firmalara benimle kapisamazsiniz demek için adamlar zararina mal satiyor amerikadaki o koca koca isletmelerin amazon yüzünden neden battigi simdi daha iyi anlasildi bu arada ölümüne kadar amazoncuyuz kim siker trendyolu aq geçen gün twitterdan bi soru sordum yardim istedim trendyoldan hala dönüs yapacaklar sözde sie ,2,,,,,,,,,,,,,,,,,,,,
fiyat indirimi göremedigim indirimdir ,2,,,,,,,,,,,,,,,,,,,,
indirim falan olmayan site bildigin önce zam yapip sonra yüzde bilmem kaç indirim yaptik mantigindalar ,2,,,,,,,,,,,,,,,,,,,,
site cort yok mu evladim load balancer scalable server architecture dünya para veriyonuz it cilere ,2,,,,,,,,,,,,,,,,,,,,
çok nadir de olsa araya o da almaya degmeyecek bir ürün sikistirip kalanini bindirmisler ticari zeka ülkede bu durumda ne bekliyorduk ki ,2,,,,,,,,,,,,,,,,,,,,
öff valla sikildim bu eksisözlükteki virallerden reklamlarindan hayatimda alis veris yapmadigimi yapmayi da düsünmediyim agiz tadiyla bi iki entry okurum belki bir gsli ile polemige girerim ümidiyle girdigim sözlük zevkime siçmistir gece gece almiyorum amk bir sey zorla mi lan tüketmiyorum tüketmeyecegim de ,2,,,,,,,,,,,,,,,,,,,,
büyük indirim diye yaygara kopardiklari reklamlarina istinaden girdim bir bakayim dedim ama klasik türk eticaret sitesi kurnazligini asamamislar yine telefon alacagim en ucuzunu ariyorum zaten son modelleri asla koymamislar en üst segment samsung galaxy s9 o da plus filan degil düz s9 ve 64 gb olan versiyonu fiyata da sey demisler 9999 tl den %61 indirimle 3839 tl ulan mediamarktda bile 4049 tl yuh bu kadar sazan varsa onu da bilemem tabi ,2,,,,,,,,,,,,,,,,,,,,
3 veya 5 gun once baktigim parfum 30 ml 200 liraydi simdi 285 olmus kor gozune parmagim ayip artik milleti bu kadar salak yerine koymak ,2,,,,,,,,,,,,,,,,,,,,
yaptiklari 3 sinif bakkal esnafligi yaptiginizi bir tek bkz erdal bakkal yapiyor ,2,,,,,,,,,,,,,,,,,,,,
sayfa açiliyor ancak sepete girilmiyor you had one job ,2,,,,,,,,,,,,,,,,,,,,
efsane bindirim günleriyle online alisveris tarihinde biricik bir marka olmayi basarmistir tebrikler ,2,,,,,,,,,,,,,,,,,,,,
sözlükte gezerken ekrani asagi çekmek için kaldirdigimda üzerine parmagin degdiginde bile açilan reklamin sahibi uygulama ya bi siktir git ben zaten 34 kilo verdim aylardir deli gibi bu siteden alisveris yapiyorum daha bana ne gösteriyorsun trendyol dolayisiyla google reklamlar napiiim böbregimi satip tüm ürünleri alayim mi ,2,,,,,,,,,,,,,,,,,,,,
lan bari indirim adi altinda normal fiyatlardan daha yüksek satacaksiniz adini indirim degil bindirim falan yapin bari dürüst olun ben de kimden ne bekliyorsam amk ,2,,,,,,,,,,,,,,,,,,,,
yani ben hep internet kullanicisi bilinçli olur derdim demek ki böyle büyük reklamla böyle dolandiricilik ya da sark kurnazligi diyelim biz buna yiyen oluyor sanirim baska açiklamasi yok gibi bkz kerizavi ,2,,,,,,,,,,,,,,,,,,,,
14 kasimda 139 tl ye aldigim gömlek bugün 189 tl en yalan indirim bu kampanyada ,2,,,,,,,,,,,,,,,,,,,,
iste kabile devleti degil de hukuk devleti olan bir ulke olsaydi turkiye yarin sabah trendyola kandirmaktan dolandiriciliktan bi yuklu miktar ceza gelirdi ama malesef orasi turkiye ,2,,,,,,,,,,,,,,,,,,,,
durun sizi bi de biz becerelim diyen indirim yapmadan bir gün önce fiyatlarini arttirmis erdal bakkal yönetiminde oldugunu düsündügüm alisveris sitesi ,2,,,,,,,,,,,,,,,,,,,,
isi inada bindirdim sepete ekledim ödeme ekraninda kart bilgilerini girdim bankaniz isleme onay vermiyor gibisinden bi seyler çikti ekranda allah allah niye ki acaba deyip gece gece bankayi da aradim dedim hayirdir borcu harci mi var bu kartin niye onay vermiyorsunuz 3d ödeme sistemi kullanilmayinca banka süpheli islem kategorisine aliyor ve ödeme islemini reddediyor dedi valla bravo bankaya trendyol otur sifir kredi karti ödemelerinde 3d kullanmayan alisveris sitesi ,2,,,,,,,,,,,,,,,,,,,,
an itibari ile yaklasik 2 saat öncesine kadar 119 tl olan bir damat marka gömlegin fiyati 169 tlye çikmis durumda bu ve buna benzer bir çok üründe fiyatlar gece 12 ila 02 arasi yükseltilmistir terbiyesizligin ve mide bulandirmanin bu kadarini ilk defa bir alis veris sitesinde görüyorum güya efsane indirim bundan bir önceki sepette %20 indirim kampanyasi çok daha avantajli ve faydaliydi yaziklar olsun size edit simdi tekrar baktigimda sepette %20 indirim ibarelerini eklemeye baslamislar okey ama fiyatlari yükselttiniz ne anladim bu dikisten ,2,,,,,,,,,,,,,,,,,,,,
bakin zerre trollük yapmiyorum ben böyle bir pahalilik görmedim bekleyin çogu ürünü 1 hafta sonra yari fiyatina alirsiniz beklemek istemiyorsaniz su an diger sitelerden en az yüzde 30 daha ucuza alirsiniz ,2,,,,,,,,,,,,,,,,,,,,
sepete attik ayakkabiyi da gerisi gelmiyor ödeme bilgilerini girdikten sonra sistemden bi hatadan dolayi islem yapilamiyor diyor bakin o sneakari alamazsam üyeligi silerim scroll indire indire basim döndü edit pumanim sitesinde 500den 250ye düsen puma clyde sneakeri 200e aldim ,2,,,,,,,,,,,,,,,,,,,,
tabi ki indirimlere bakinca indirim göremedigimiz sitedir samsung s8 indirimli 3400 veya 3300 tl satiliyor ama 5000tlden düsmüs benim anlamadigim bu adamlar internetten satis yapip müsterinin s8 i google da arayacagina inanmiyor mu zaten fiyati 3300 veya 3500 arasi neresi 5000 ilk çiktigi günü mü baz almislar merak ettirendir umarim yakinda bunlara yasak gelir de gerçek indirimleri görürüz ,2,,,,,,,,,,,,,,,,,,,,
öyle indirmisler ki bebek bezi markette daha ucuz ,2,,,,,,,,,,,,,,,,,,,,
çamasir makinesi listelerken cinsiyet beden butik seçenekleri ile amatörlügün dibine vurmus sitedir tamam anladik giyim satis sitesinden genel eticaret sitesi olma rotasina girdin sorun yok ama koca firma iki yazilimci tutup bazi minik rütuslar yapamiyorsa sitesinde yoruma pek gerek birakmiyorlar ,2,,,,,,,,,,,,,,,,,,,,
youtubetaki reklamlari ile sabir sinirlarini zorlayan site ,2,,,,,,,,,,,,,,,,,,,,
kara cuma satislari sebebiyle web sitesi patates olmus durumda olan online alisveris platformu sepete en az 6 kere firlattigim kazak sepete hala gidemedi sanki antalyadan rusyaya domates gönderiyorum ,2,,,,,,,,,,,,,,,,,,,,
trendyol milla woman butigi icin sepetin yarisi bedava diyor sepete ekledigimde hic de bedava falan olmuyor yarisi ben anlamadim bu isi hayir yani 60 liralik iki urun ekliyorum toplamda sepetimin 60 lira olmasi gerekmiyor mu vallahi kendimden suphe ettirdi zira toplamda 100 lira gozukuyor 40 lira kargo degildir herhalde ,2,,,,,,,,,,,,,,,,,,,,
patlamis site ürünler bize bakiyor biz ürünlere ,2,,,,,,,,,,,,,,,,,,,,
20 dakikadir sepete ürün eklemeye çalisiyorum ve sonuç hezeyan ,2,,,,,,,,,,,,,,,,,,,,
o kadar reklam parasi harcadilar ama ürün satamicaklar zarara giricekler bence hiç bir sey indirimde degil tabi ki ,2,,,,,,,,,,,,,,,,,,,,
efsane günler diye bi tarafini yirttigi su günler de kendisinin 3850 tlye sattigi su s9 amazonda 3650 tldir s9 ,2,,,,,,,,,,,,,,,,,,,,
